Country,Level,Answer,Longest
Denmark,1288,"ARE, AWE, EAR, ERA, NEW, RAN, RAW, RUE, RUN, WAR, ANEW, AREA, AURA, EARN, NEAR, RUNE, WANE, WARE, WARN, WEAN, WEAR, WREN, ARENA, AURAE, AWARE, UNAWARE",UNAWARE
Denmark,1289,"ADO, AID, AIL, DAY, HAD, HAY, HID, LAD, LAY, LID, OIL, OLD, DIAL, HAIL, HALO, HOLD, HOLY, IDLY, IDOL, LADY, LAID, LOAD, OILY, DAILY, DOILY, HOLIDAY",HOLIDAY
Denmark,1290,"BID, BIT, BUD, BUS, BUT, DUB, ITS, RIB, RID, RUB, RUT, SIR, SIT, TUB, BIRD, BRUT, BUST, DIRT, DUST, RUST, STIR, STUB, STUD, SUIT, BURST, DISTURB",DISTURB
Denmark,1291,"ANT, ANY, GAS, MAN, MAT, MAY, NAG, NAY, SAG, SAT, SAY, TAG, TAN, YAM, GNAT, MANY, MAST, SANG, SNAG, STAG, STAY, TANG, MANGY, NASTY, GYMNAST",GYMNAST
Denmark,1292,"EON, ION, LIE, NIL, OIL, ONE, VIE, EVIL, LIEN, LINE, LION, LIVE, LONE, LOVE, NOEL, OVEN, VEIL, VEIN, VILE, VINE, NOVEL, OLIVE, INVOLVE",INVOLVE
Denmark,1293,"AGE, AIL, ALE, ALL, ILL, LAG, LEG, LIE, VIA, VIE, EVIL, GALE, GALL, GAVE, GILL, GIVE, LIVE, VALE, VEAL, VEIL, VIAL, VILE, AGILE, ALIVE, LEGAL, VILLA, VILLAGE",VILLAGE
Denmark,1294,"AIL, AIR, ALL, ARC, CAR, CAY, CRY, ICY, ILL, LAY, RAY, AIRY, ALLY, CALL, CLAY, LAIR, LIAR, LILY, RACY, RAIL, RILL, LILAC, LYRIC, RALLY, LYRICAL",LYRICAL
Denmark,1295,"EON, HEN, HEX, HIP, HOE, HOP, ION, NIP, NIX, ONE, PEN, PIE, PIN, POI, HONE, HOPE, NOPE, OPEN, OXEN, PINE, PHOENIX",PHOENIX
Denmark,1296,"ALE, ALL, AYE, BAY, BEE, BYE, EEL, EYE, LAB, LAY, LYE, ABLE, ABLY, ALLY, BALE, BALL, BELL, YELL, ALLEY, BELAY, BELLE, BELLY, LABEL, EYEBALL",EYEBALL
Denmark,1297,"LIT, LOT, OIL, OUR, OUT, RIM, ROT, RUM, RUT, LOUT, OMIT, RIOT, ROUT, TOIL, TOUR, TRIM, TRIO, TURMOIL",TURMOIL
Denmark,1298,"ELK, ILK, KID, LED, LID, LIE, DESK, DISK, IDLE, ISLE, LIED, LIKE, SIDE, SILK, SKID, SLED, SLID, LIKED, SIDLE, SKIED, SLIDE, DISLIKE",DISLIKE
Denmark,1299,"DIN, DIP, DON, HID, HIP, HOP, ION, LID, LIP, LOP, NIL, NIP, NOD, OIL, OLD, PIN, POD, POI, HIND, HOLD, IDOL, LION, PLOD, POND, DOLPHIN",DOLPHIN
Denmark,1300,"APE, APT, ATE, EAT, MAP, MAT, MET, PAT, PEA, PET, TAP, TAT, TEA, MATE, MEAT, META, TAME, TAMP, TAPE, TEAM, MATTE, TEMPT, ATTEMPT",ATTEMPT
Denmark,1301,"ALE, ATE, EAT, EEL, HAT, LET, TAT, TEA, TEE, HALE, HALT, HATE, HEAL, HEAT, HEEL, LATE, LATH, TALE, TEAL, THEE, LATHE, TEETH, ATHLETE",ATHLETE
Denmark,1302,"ALE, AWE, ELK, FEW, LAW, FAKE, FLAW, FLEA, FLEW, FLUE, FUEL, KALE, LAKE, LEAF, LEAK, WAKE, WALE, WALK, WEAK, WEAL, AWFUL, FLAKE, FLUKE, WAKEFUL",WAKEFUL
Denmark,1303,"AIR, ANT, ART, NIT, RAN, RAT, TAN, TAR, TIN, VAN, VAT, VIA, ANTI, RAIN, RANT, TARN, VAIN, ATRIA, AVIAN, TIARA, TRAIN, VARIANT",VARIANT
Denmark,1304,"FIT, FOE, FOR, OFF, ORE, ROT, TIE, TOE, FIRE, FORE, FORT, FRET, RIFE, RIFT, RIOT, RITE, ROTE, TIER, TIFF, TIRE, TORE, TRIO, FORTE, OFFER, REFIT, EFFORT, FORFEIT",FORFEIT
Denmark,1305,"EON, MEN, MET, NET, NOT, ONE, TEE, TEN, TOE, TON, MEET, MOTE, NOTE, OMEN, TEEM, TEEN, TOME, TONE, MOMENT, MEMENTO",MEMENTO
Denmark,1306,"ION, NOR, NOT, RIM, ROT, TIN, TON, TOO, INTO, IRON, MINT, MOON, MOOR, MOOT, NORM, OMIT, RIOT, ROOM, ROOT, TORN, TRIM, MINOR, MOTOR, MOTION, MONITOR",MONITOR
Denmark,1307,"AGE, AIR, ARE, EAR, ERA, FAR, FIG, GAR, RAG, RIG, FAIR, FARE, FEAR, FIRE, GAFF, GEAR, RAGE, RIFE, AFIRE, GRIEF, GAFFER, GIRAFFE",GIRAFFE
Denmark,1308,"AGE, ARE, BAG, BAR, BEG, EAR, EGG, ERA, GAB, GAG, GAR, RAG, AREA, BARE, BEAR, BRAG, GAGE, GARB, GEAR, GRAB, RAGE, BARGE, BEGGAR, GARBAGE",GARBAGE
Denmark,1309,"CUE, CUT, ICE, ITS, JET, JUT, SET, SIT, SUE, TIE, USE, CITE, CUTE, JEST, JUST, JUTE, SECT, SITE, SUIT, TIES, JUICE, SUITE, JUSTICE",JUSTICE
Denmark,1310,"BED, BET, BOT, DOT, ODE, SET, SOB, SOD, TOE, TOO, BEST, BODE, BOOT, DEBT, DOES, DOSE, DOTE, OBOE, SOOT, TOED, BOOST, BOOTS, STOOD, BOOTED, BOOSTED",BOOSTED
Monaco,1311,"ILL, KID, LED, LID, LIE, DELL, DESK, DISK, IDLE, ISLE, KILL, LIED, LIKE, SELL, SIDE, SILK, SILL, SKID, SLID, LIKED, SKIED, SKILL, SLIDE, KILLED, SKILLED",SKILLED
Monaco,1312,"ANT, ASS, ITS, NIT, NUT, SAT, SIN, SIT, SUN, TAN, TIN, TUN, ANTI, AUNT, SANS, STUN, SUIT, TUNA, UNIT, SAINT, SATIN, SINUS, STAIN, SUSTAIN",SUSTAIN
Monaco,1313,"BET, BIT, BYE, IVY, RIB, RYE, TIE, TRY, VIE, YET, BEVY, BITE, RITE, RIVE, TIER, TIRE, VERB, VERY, BITER, RIVET, TRIBE, VERITY, BREVITY",BREVITY
Monaco,1314,"DEN, DIG, DIM, DIN, END, GEM, GIN, INN, MEN, MID, DIME, DINE, MEND, MIND, MINE, NINE, DEIGN, DENIM, MIDGE, MINED, ENDING, MENDING",MENDING
Monaco,1315,"BED, COB, ELK, LED, LOB, ODE, OLD, BECK, BLED, BODE, BOLD, BOLE, CODE, COKE, COLD, DECK, DOCK, DOLE, LOBE, LOCK, LODE, BLOCK, LOCKED, BLOCKED",BLOCKED
Monaco,1316,"ANT, ART, NUT, RAN, RAT, RUN, RUT, TAN, TAR, TUN, AUNT, AURA, RANT, RUNT, TARN, TUNA, TURN, ALTAR, AURAL, LUNAR, NATAL, ULTRA, NATURAL",NATURAL
Monaco,1317,"COG, CON, COO, GIN, ION, LOG, NIL, OIL, CLOG, COIL, COIN, COOL, ICON, LING, LION, LOCI, LONG, LOON, CLING, COLON, IGLOO, LOGIC, COOING, COOLING",COOLING
Monaco,1318,"PER, PIE, PIP, PRE, RIP, SIP, SIR, PERK, PIER, PIPE, RIPE, RISE, RISK, SIRE, SKIP, PIPER, PRISE, SPIKE, SPIRE, KIPPER, SKIPPER",SKIPPER
Monaco,1319,"ELM, GEM, IMP, LEG, LIE, LIP, PEG, PIE, PIG, SIP, GEMS, ISLE, LIME, LIMP, LISP, MILE, PILE, SLIM, SLIP, IMPEL, PILES, SLIME, SMILE, SPILE, SIMPLE, GLIMPSE",GLIMPSE
Monaco,1320,"EON, HEN, HER, HOE, ION, NOR, ONE, ORE, HEIR, HERE, HERO, HIRE, HONE, HORN, IRON, REIN, HERON, RHINO, HEREIN, INHERE, HEROINE",HEROINE
Monaco,1321,"AGE, ARE, EAR, ERA, ERR, GAR, NAG, RAG, RAN, AREA, EARN, GEAR, NEAR, RAGE, RANG, RARE, REAR, ANGER, ARENA, RANGE, GARNER, RANGER, ARRANGE",ARRANGE
Monaco,1322,"BIG, BIN, BIT, BUG, BUN, BUT, GIN, GNU, GUN, GUT, INN, NIB, NIT, NUB, NUN, NUT, TIN, TUB, TUG, TUN, BUNG, UNIT, TUBING, TUNING, BUNTING",BUNTING
Monaco,1323,"DEN, DEW, DID, DIG, DIN, END, GIN, NEW, WED, WIG, WIN, DINE, WEND, WIDE, WIND, WINE, WING, DEIGN, DINED, WIDEN, WINDED, WINGED, WEDDING",WEDDING
Monaco,1324,"AGE, ALE, ALL, EEL, LAD, LAG, LED, LEG, AGED, DEAL, DELL, EDGE, GALE, GALL, GLAD, GLEE, LADE, LEAD, EAGLE, GLADE, LADLE, LEDGE, LEGAL, ALLEGE, GALLED, ALLEGED",ALLEGED
Monaco,1325,"BED, BUD, DUB, DUE, DUO, LED, LOB, ODD, ODE, OLD, BLED, BLUE, BODE, BOLD, BOLE, DOLE, DUDE, DUEL, LOBE, LODE, LOUD, BODED, DOLED, DOUBLE, DOUBLED",DOUBLED
Monaco,1326,"ELM, LIE, LYE, RIM, RYE, SIR, SLY, YES, ISLE, LIME, LYRE, MILE, MIRE, RELY, RILE, RIME, RISE, SIRE, SLIM, MISER, SLIME, SLIMY, SMILE, MISERY, SMILER, MISERLY",MISERLY
Monaco,1327,"AIR, GAR, GIN, INN, NAG, RAG, RAN, RAW, RIG, WAG, WAR, WIG, WIN, GAIN, GNAW, GRIN, RAIN, RANG, RING, WAIN, WARN, WING, GRAIN, WRING, AWNING, WANING, WARNING",WARNING
Monaco,1328,"AID, AIL, DIG, DIN, GIN, INN, LAD, LAG, LID, NAG, NIL, DIAL, GAIN, GILD, GLAD, LAID, LAIN, LAND, LING, NAIL, ALIGN, GLAND, INLAND, LADING, LANDING",LANDING
Monaco,1329,"ADD, ALE, DAD, DEN, END, HAD, HEN, LAD, LED, DEAD, DEAL, DEAN, HALE, HAND, HEAD, HEAL, HELD, LAND, LANE, LEAD, LEAN, LEND, LADEN, HANDED, HANDLE, LANDED, HANDLED",HANDLED
Monaco,1330,"DEN, END, NET, RED, TEE, TEN, DEER, DENT, NEED, REED, REND, RENT, TEEN, TEND, TERN, TREE, DETER, ENTER, TREND, ENTREE, RENTED, TENDER, ENTERED",ENTERED
Monaco,1331,"AID, AIL, AIR, ARC, CAR, LAD, LID, RID, ACID, ARID, CARD, CLAD, DIAL, LAID, LAIR, LARD, LIAR, RAID, RAIL, ACRID, RADIAL, RADICAL",RADICAL
Monaco,1332,"ACT, ASH, CAT, FAT, FIT, HAS, HAT, HIS, HIT, ITS, SAT, SIT, CASH, CAST, CHAT, CHIT, FACT, FAST, FIAT, FISH, FIST, ITCH, SIFT, THIS, FAITH, SHAFT, SHIFT, CATFISH",CATFISH
Monaco,1333,"HEM, HEW, HOE, HOW, MEW, MOO, OWE, SEW, SHE, SOW, WHO, WOE, WOO, HOME, HOSE, MEOW, MESH, MEWS, SHOE, SHOO, SHOW, SOME, WHOM, MOOSE, WHOSE, SOMEHOW",SOMEHOW
Monaco,1334,"AGE, AIM, GEM, GIN, INN, MAN, MEN, NAG, AMEN, GAIN, GAME, MAGE, MAIN, MANE, MEAN, MEGA, MINE, NAME, NINE, IMAGE, INANE, ENIGMA, NAMING, MEANING",MEANING
Monaco,1335,"COT, COY, ICE, ICY, ITS, SET, SIT, SOY, TIE, TOE, TOY, YES, YET, CITE, CITY, COST, COSY, COTE, SECT, SITE, TIES, STOIC, SOCIETY",SOCIETY
Monaco,1336,"GET, GUT, RUE, RUG, RUT, SEE, SET, SUE, TEE, TUG, USE, GUST, REST, RUSE, RUST, SEER, SURE, TREE, TRUE, URGE, USER, GREET, GUEST, RESET, STEER, SURGE, TERSE, GESTURE",GESTURE
Monaco,1337,"AGE, ARE, EAR, ERA, RAG, RED, AGED, AREA, AVER, DARE, DEAR, DRAG, GAVE, GEAR, RAGE, RAVE, READ, ADAGE, GRADE, GRAVE, RAGED, RAVED, RAVAGE, RAVAGED",RAVAGED
Monaco,1338,"AGE, ANT, ATE, EAT, GET, NAG, NET, TAG, TAN, TEA, TEE, TEN, ANTE, GATE, GENT, GNAT, NEAT, TANG, TEEN, AGENT, EATEN, TEENAGE",TEENAGE
Monaco,1339,"GUT, HIP, HIT, HUG, HUT, PIG, PIT, PUT, RIG, RIP, RUG, RUT, TIP, TUG, GIRT, GRIP, GRIT, HURT, PITH, PRIG, THUG, TRIP, GIRTH, RIGHT, UPRIGHT",UPRIGHT
Monaco,1340,"DRY, DYE, ERR, LED, LYE, ODE, OLD, ORE, RED, ROD, RYE, DOER, DOLE, DORY, DYER, LODE, LORD, LORE, LYRE, RELY, RODE, ROLE, YORE, DRYER, LORRY, ORDER, ORDERLY",ORDERLY
Monaco,1341,"BIT, BOT, BOY, PIT, POI, POT, PRO, PRY, RIB, RIP, ROB, ROT, TIP, TOP, TOY, TRY, OBIT, PITY, PORT, RIOT, ROPY, TRIO, TRIP, ORBIT, PROBITY",PROBITY
Monaco,1342,"ADO, ARM, BAD, BAM, BAR, BOA, BOB, DAB, DAM, MAD, MAR, MOB, RAM, ROB, ROD, BARB, BARD, BOAR, BOMB, DRAB, ROAD, ROAM, BOARD, BROAD, BOMBARD",BOMBARD
Monaco,1343,"BED, BUD, BUN, CUB, CUD, CUE, DEN, DUB, DUE, DUN, END, HEN, HUB, HUE, NUB, BEND, BUND, CHUB, CUBE, DUNE, NUDE, BENCH, BUNCH, CUBED, BUNCHED",BUNCHED
Monaco,1344,"AIL, ANT, LIT, NIL, NIT, TAN, TIN, VAN, VAT, VIA, ANTI, LAIN, LAVA, LINT, NAIL, TAIL, VAIN, VIAL, ANVIL, AVAIL, AVIAN, NATAL, NAVAL, VITAL, VALIANT",VALIANT
Monaco,1345,"ION, MEN, MET, NET, NOT, ONE, TEN, TIE, TIN, TOE, TON, TOO, EMIT, INTO, ITEM, MINE, MINT, MITE, MOON, MOOT, NOTE, OMEN, OMIT, TIME, TOME, TONE, MOTION, EMOTION",EMOTION
Monaco,1346,"COT, HIS, HIT, HOT, ITS, ROT, SIR, SIT, CHIT, COST, HOST, ITCH, RICH, RIOT, SHOT, SORT, STIR, THIS, CHOIR, HOIST, SHIRT, SHORT, STOIC, TORCH, OSTRICH",OSTRICH
Monaco,1347,"ANY, BAN, BAY, BOA, BOY, CAB, CAN, CAY, COB, CON, COY, LAB, LAY, LOB, NAB, NAY, ABLY, BONY, CLAN, CLAY, COAL, LOAN, ONLY, BACON, NOBLY, BALCONY",BALCONY
Monaco,1348,"BIN, COB, CON, EON, ICE, ION, MEN, MOB, NIB, ONE, BONE, COIN, COMB, COME, CONE, ICON, MICE, MINE, NICE, OMEN, ONCE, MINCE, INCOME, COMBINE",COMBINE
Monaco,1349,"EVE, ODE, ORE, RED, ROD, DEEM, DEER, DOER, DOME, DOVE, EVER, MERE, MODE, MORE, MOVE, OVER, REED, RODE, ROVE, VEER, DROVE, ERODE, MOVED, MOVER, REMOVE, REMOVED",REMOVED
Monaco,1350,"CON, COO, EON, ONE, SON, CONE, COOL, LENS, LONE, LOON, LOSE, NOEL, NOSE, ONCE, ONES, SOLE, SOLO, SOON, CLOSE, COLON, LOOSE, NOOSE, SCONE, LOOSEN, CONSOLE",CONSOLE
Ireland,1351,"BED, BEG, BID, BIG, BIN, DEN, DIB, DID, DIG, DIN, END, GIN, NIB, BEND, BIND, DINE, BEGIN, BEING, BIDED, DEIGN, DINED, BIDDEN, BEDDING",BEDDING
Ireland,1352,"CAN, CAP, GAP, GIN, INK, KIN, NAG, NAP, NIP, PAN, PIG, PIN, AKIN, GAIN, KING, PACK, PAIN, PANG, PICK, PING, PINK, APING, PANIC, PACING, PACKING",PACKING
Ireland,1353,"GIN, GNU, GUN, GUT, HIT, HUG, HUT, INN, NIT, NUN, NUT, TIN, TUG, TUN, HINT, HUNG, HUNT, NIGH, THIN, THUG, UNIT, NIGHT, NINTH, THING, TUNING, HUNTING",HUNTING
Ireland,1354,"CUE, CUT, EEL, LET, RUE, RUT, TEE, CLUE, CULT, CURE, CURL, CURT, CUTE, LEER, LURE, LUTE, REEL, RULE, TREE, TRUE, CRUEL, ELECT, ERECT, TRUCE, ULCER, CUTLER, LECTURE",LECTURE
Ireland,1355,"EKE, ICE, INK, KEN, KIN, KIT, NET, NIT, TEE, TEN, TIE, TIN, CENT, CITE, KEEN, KITE, KNEE, KNIT, NECK, NICE, TEEN, TICK, TINE, NIECE, ENTICE, NECKTIE",NECKTIE
Ireland,1356,"ALE, ARE, EAR, EEL, ERA, SEA, SEE, EARL, EASE, ELSE, ERAS, LEER, REAL, REEL, SALE, SEAL, SEAR, SEER, EASEL, ERASE, LEASE, RESALE, SEALER, RELEASE",RELEASE
Ireland,1357,"COB, ICE, MOB, ORE, RIB, RIM, ROB, BORE, BRIM, COIR, COMB, COME, CORE, CRIB, MICE, MIRE, MORE, RICE, RIME, ROBE, CRIME, MICRO, COMBER, MICROBE",MICROBE
Ireland,1358,"ACE, ADD, ALE, DAD, LAD, LED, SAC, SAD, SEA, ACES, CASE, CLAD, DEAD, DEAL, LACE, LADE, LEAD, SALE, SEAL, SLED, CASED, LACED, SCALD, SCALE, SADDLE, SCALED, SCALDED",SCALDED
Ireland,1359,"CUE, CUR, CUT, ERR, NET, NUT, RUE, RUN, RUT, TEN, TUN, CENT, CURE, CURT, CUTE, RENT, RUNE, RUNT, TERN, TRUE, TUNE, TURN, RECUR, TRUCE, TUNER, RETURN, TURNER, CURRENT",CURRENT
Ireland,1360,"DEN, DIN, END, INK, KID, KIN, KIT, NET, TEN, TIE, TIN, DENT, DIET, DINE, EDIT, KIND, KITE, KNIT, TEND, TENT, TIDE, TIED, TINT, KITTEN, TINTED, KNITTED",KNITTED
Ireland,1361,"ICE, ILL, LED, LID, LIE, ODE, OIL, OLD, CELL, CODE, COIL, COLD, DELL, DICE, DOLE, DOLL, ICED, IDLE, IDOL, LICE, LIED, LOCI, CELLO, OILED, COILED, DOCILE, COLLIDE",COLLIDE
Ireland,1362,"DEN, DIN, END, NET, NIT, TEN, TIE, TIN, VIE, DENT, DIET, DINE, DINT, DIVE, EDIT, TEND, TIDE, TIED, TINE, VEIN, VENT, VIED, VINE, DIVINE, INVITE, INVITED",INVITED
Ireland,1363,"BOW, ERR, ORE, OWE, ROB, ROW, SEW, SOB, SOW, WEB, WOE, BORE, BREW, BROW, ROBE, ROSE, SORE, WORE, BOWER, ROWER, SOBER, SOWER, SWORE, WORSE, BROWSE, BROWSER",BROWSER
Ireland,1364,"GIN, GOT, HIT, HOG, HOT, INN, ION, NIT, NOT, TIN, TON, GOTH, HINT, INTO, NIGH, THIN, TONG, INGOT, NIGHT, NINTH, THING, THONG, HONING, NOTING, TONING, NOTHING",NOTHING
Ireland,1365,"AGE, AID, DEN, DIG, DIN, END, GIN, HAD, HEN, HID, NAG, AGED, DEAN, DINE, GAIN, HAND, HANG, HEAD, HIDE, HIND, IDEA, NIGH, HINGE, GAINED, HANGED, HINGED, HEADING",HEADING
Ireland,1366,"COP, ELM, ICE, IMP, LIE, LIP, MOP, OIL, PIE, CLIP, COIL, COME, COPE, EPIC, LICE, LIME, LIMP, LOCI, MICE, MILE, MOLE, PILE, POEM, POLE, COMPEL, POLICE, COMPILE, POLEMIC",COMPILE
Ireland,1367,"DIG, EVE, RED, RID, RIG, VIE, DEER, DIRE, DIVE, EDGE, EVER, GIVE, GRID, REED, RIDE, VEER, VIED, DIVER, DRIVE, GIVER, GREED, RIDGE, VERGE, DERIVE, GRIEVE, DIVERGE, GRIEVED",DIVERGE
Ireland,1368,"EEL, HER, LET, SEE, SET, SHE, TEE, ELSE, HEEL, HERE, LEER, LEST, REEL, REST, SEER, TREE, ETHER, RESET, SHEER, SHEET, SLEET, STEEL, STEER, TERSE, THERE, THESE, THREE, SHELTER",SHELTER
Ireland,1369,"EKE, EON, EYE, KEN, KEY, NET, NOT, ONE, TEE, TEN, TOE, TON, TOY, YEN, YET, KEEN, KNEE, KNOT, NOTE, TEEN, TONE, TYKE, YOKE, TEENY, TOKEN, KEYNOTE",KEYNOTE
Ireland,1370,"ANT, ION, ITS, NOT, SAT, SIN, SIT, SON, TAN, TAT, TIN, TON, TOT, ANTI, INTO, IOTA, OATS, TINT, SAINT, SATIN, STAIN, STINT, TAINT, TITAN, TOAST, STATION",STATION
Ireland,1371,"ASH, BAD, BAN, BUD, BUN, BUS, DAB, DUB, DUN, HAD, HAS, HUB, NAB, NUB, SAD, SUN, BAND, BASH, BUND, BUSH, DASH, DAUB, HAND, SAND, SHUN, SNUB, HUSBAND",HUSBAND
Ireland,1372,"HEN, HER, HIT, NET, NIT, TEN, TIE, TIN, HEIR, HINT, HIRE, REIN, RENT, RITE, TERN, THEN, THIN, TIER, TINE, TIRE, INERT, INTER, THEIR, INHERIT",INHERIT
Ireland,1373,"ARE, AYE, BAR, BAY, BYE, EAR, ERA, ERR, RAY, RYE, AVER, BARE, BEAR, BEVY, BRAY, RARE, RAVE, REAR, VARY, VERB, VERY, YEAR, BERRY, BRAVE, BRAVERY",BRAVERY
Ireland,1374,"ALL, ALP, CAP, COP, LAP, LOP, PAL, SAC, SOP, SPA, ALSO, CALL, CLAP, COAL, COPS, OPAL, PALL, POLL, SLAP, SLOP, SOAP, CLAPS, CLASP, COPAL, LOCAL, SCALP, SCALLOP",SCALLOP
Ireland,1375,"AIM, JAM, MAN, MEN, SEA, SIN, AMEN, JEAN, MAIN, MANE, MEAN, MESA, MINE, NAME, SAME, SANE, SEAM, MAINS, MANES, JASMINE",JASMINE
Ireland,1376,"ADO, BAD, BAN, BOA, CAB, CAN, COB, CON, DAB, DON, NAB, NOD, SAC, SAD, SOB, SOD, SON, BAND, BOND, SAND, SCAB, SCAN, SNOB, SODA, BACON, ABSCOND",ABSCOND
Ireland,1377,"BIG, BIT, BOG, BOT, BOY, GOB, GOT, RIB, RIG, ROB, ROT, TOY, TRY, BRIG, GIRT, GORY, GRIT, OBIT, RIOT, TRIO, YOGI, BIGOT, ORBIT, BIGOTRY",BIGOTRY
Ireland,1378,"ADO, ALP, CAP, COP, LAD, LAP, LOP, OAK, OLD, PAD, PAL, POD, CLAD, CLAP, COAL, COLD, DOCK, LACK, LOAD, LOCK, OPAL, PACK, PLOD, CLOAK, COPAL, POLKA, PADLOCK",PADLOCK
Ireland,1379,"ACT, APT, CAP, CAT, COP, COT, MAP, MAT, MOP, OAT, PAT, POT, TAP, TOP, ATOM, ATOP, CAMP, COAT, COMA, MOAT, PACT, TAMP, COMPACT",COMPACT
Ireland,1380,"AIL, AIM, LAM, SAC, SUM, ALMS, ALUM, CALM, CLAM, MAIL, MAUL, MICA, SAIL, SCUM, SLAM, SLIM, SLUM, CLAIM, MUSIC, MUSICAL",MUSICAL
Ireland,1381,"EVE, HEN, NET, SEE, SET, SHE, TEE, TEN, EVEN, NEST, SEEN, SENT, TEEN, THEE, THEN, VENT, VEST, EVENT, SEVEN, SHEEN, SHEET, TEENS, TENSE, THESE, SEVENTH",SEVENTH
Ireland,1382,"ACT, ANT, CAN, CAT, CON, COT, FAN, FAT, FIN, FIT, ION, NOT, TAN, TIN, TON, ANTI, CANT, COAT, COIN, FACT, FIAT, FONT, ICON, INTO, IOTA, FAINT, TONIC, ACTION, FACTION",FACTION
Ireland,1383,"GIN, GOT, HIT, HOG, HOT, ION, NIT, NOT, TIN, TON, TOT, GOTH, HINT, INTO, NIGH, THIN, TINT, TONG, INGOT, NIGHT, THING, THONG, TIGHT, TOTING, TONIGHT",TONIGHT
Ireland,1384,"ANY, CAN, CAP, CAY, CON, COP, COY, MAN, MAP, MAY, MOP, NAP, NAY, PAN, PAY, YAM, CAMP, COMA, COPY, MANY, MOAN, PONY, CAPON, CANOPY, COMPANY",COMPANY
Ireland,1385,"BED, BET, BUD, BUM, BUT, DUB, DUE, ELM, EMU, LED, LET, MET, MUD, TUB, BELT, BLED, BLUE, DEBT, DUEL, DUET, DUMB, LUTE, MELT, MULE, MUTE, TUBE, DEBUT, TUMBLE, TUMBLED",TUMBLED
Ireland,1386,"APE, ARE, AWE, EAR, ERA, ERR, PAR, PAW, PEA, PER, PEW, PRE, RAP, RAW, WAR, PARE, PEAR, RARE, REAP, REAR, WARE, WARP, WEAR, WRAP, PAPER, RAPPER, WRAPPER",WRAPPER
Ireland,1387,"COO, COP, COT, CUP, CUT, OUR, OUT, POT, PRO, PUT, ROT, RUT, TOO, TOP, COOP, COUP, CROP, CURT, POOR, PORT, POUR, POUT, ROOT, ROUT, TOUR, COURT, TROOP, UPROOT, OUTCROP",OUTCROP
Ireland,1388,"DEN, DON, DUE, DUN, DUO, END, EON, FED, FOE, FUN, NOD, ODD, ODE, ONE, DONE, DUDE, DUNE, FEND, FEUD, FOND, FUND, NODE, NUDE, UNDO, FOUND, FUNDED, FOUNDED",FOUNDED
Ireland,1389,"EVE, EYE, NET, SEE, SET, TEE, TEN, YEN, YES, YET, ENVY, EVEN, NEST, SEEN, SENT, TEEN, VENT, VEST, EVENT, SEVEN, TEENS, TEENY, TENSE, SEVENTY",SEVENTY
Ireland,1390,"INN, ITS, NET, NIT, SEE, SET, SIN, SIT, TEE, TEN, TIE, TIN, NEST, NINE, SEEN, SENT, SITE, TEEN, TIES, TINE, INSET, TEENS, TENSE, TENNIS, INTENSE",INTENSE
Jordan,1391,"ITS, OUR, OUT, ROT, RUT, SIR, SIT, TOT, OURS, OUST, RIOT, ROUT, RUST, SORT, SOUR, STIR, SUIT, TOUR, TOUT, TROT, STOUT, STRUT, TROUT, TRUST, TUTOR, SUITOR, TOURIST",TOURIST
Jordan,1392,"INN, ION, NIP, ONE, PEN, PIE, PIN, SIN, SIP, SON, NINE, NONE, NOPE, NOSE, ONES, OPEN, PENS, PINE, POSE, SNIP, SPIN, NOISE, POISE, SNIPE, SPINE, PONIES, PENSION",PENSION
Jordan,1393,"FIN, FIT, ITS, NET, NIT, SET, SIN, SIT, TEN, TIE, TIN, FEST, FINE, FIST, NEST, SENT, SIFT, SITE, TIES, TIFF, TINE, FEINT, INSET, SNIFF, STIFF, INFEST, STIFFEN",STIFFEN
Jordan,1394,"FIN, FIT, ITS, NET, NIT, SET, SIN, SIT, TEN, TIE, TIN, FEST, FINE, FIST, NESS, NEST, SENT, SIFT, SITE, TIES, TINE, FEINT, INSET, STIES, INFEST, FITNESS",FITNESS
Jordan,1395,"EKE, GIN, INK, KEG, KEN, KIN, SEE, SIN, KEEN, KING, KNEE, SEEK, SEEN, SIGN, SING, SINK, SKEG, SKIN, EKING, GENIE, SIEGE, SINGE, SEEING, SEEKING",SEEKING
Jordan,1396,"DEN, DIN, EEL, END, ICE, LED, LID, LIE, NIL, CEDE, DICE, DINE, ICED, IDLE, LEND, LICE, LIED, LIEN, LINE, NEED, NICE, LINED, NIECE, DECILE, DECLINE",DECLINE
Jordan,1397,"AID, ATE, AWE, DEW, EAT, TAW, TEA, TIE, WAD, WED, WET, WIT, AWED, DATA, DATE, DIET, EDIT, IDEA, TIDE, TIED, WADE, WAIT, WIDE, AWAIT, WAITED, AWAITED",AWAITED
Jordan,1398,"DEN, DIG, DIN, DYE, END, FED, FIG, FIN, GIN, YEN, DEFY, DENY, DINE, EDGY, FEND, FIND, FINE, DEIGN, DINGY, DYING, FEIGN, FIEND, FINED, DYEING, DEFYING",DEFYING
Jordan,1399,"ACE, ALE, ALP, APE, CAB, CAP, LAB, LAP, PAL, PEA, ABLE, BALE, CAPE, CLAP, LACE, LEAP, PACE, PALE, PEAL, PLEA, APACE, CABAL, CABLE, PLACE, PALACE, CAPABLE",CAPABLE
